URG;Escola;Descricao;2022;2023;2024;2025;Total
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;AVAL. MÉDICAS;0;66;86;66;218
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;ALUNOS VACINADOS;0;26;33;29;88
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;VACINAS APLICADAS;0;35;39;54;128
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;ENCAMINHAMENTOS;0;30;7;13;50
URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;EXAMES;0;13;8;10;31
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;ALUNOS CADASTRADOS;0;0;71;96;167
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;ALUNOS ATENDIDOS;0;0;29;59;88
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;AVAL. PROFESSORES;0;0;27;54;81
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;AVAL. PSCÓLOGOS;0;0;0;20;20
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;AVAL. ASSIST. SOCIAIS;0;0;27;50;77
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;AVAL. ENFERMAGEM;0;0;23;57;80
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;AVAL. MÉDICAS;0;0;20;55;75
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;ALUNOS VACINADOS;0;0;6;22;28
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;VACINAS APLICADAS;0;0;9;32;41
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;ENCAMINHAMENTOS;0;0;5;20;25
URG IV-CABUÇU;CRECHE ANTÔNIO PINHEIRO MAGALHÃES;EXAMES;0;0;6;13;19
URG IV-CABUÇU;E M ABILIO RIBEIRO;ALUNOS CADASTRADOS;534;535;508;555;2132
URG IV-CABUÇU;E M ABILIO RIBEIRO;ALUNOS ATENDIDOS;0;437;398;526;1361
URG IV-CABUÇU;E M ABILIO RIBEIRO;AVAL. PROFESSORES;0;365;361;500;1226
URG IV-CABUÇU;E M ABILIO RIBEIRO;AVAL. PSCÓLOGOS;0;382;307;130;819
URG IV-CABUÇU;E M ABILIO RIBEIRO;AVAL. ASSIST. SOCIAIS;0;383;366;419;1168
URG IV-CABUÇU;E M ABILIO RIBEIRO;AVAL. ENFERMAGEM;0;400;352;438;1190
URG IV-CABUÇU;E M ABILIO RIBEIRO;AVAL. MÉDICAS;0;156;125;152;433
URG IV-CABUÇU;E M ABILIO RIBEIRO;ALUNOS VACINADOS;0;117;66;100;283
URG IV-CABUÇU;E M ABILIO RIBEIRO;VACINAS APLICADAS;0;149;84;131;364
URG IV-CABUÇU;E M ABILIO RIBEIRO;ENCAMINHAMENTOS;0;88;40;56;184
URG IV-CABUÇU;E M ABILIO RIBEIRO;EXAMES;0;55;27;41;123
URG IV-CABUÇU;E M CAMPO ALEGRE;ALUNOS CADASTRADOS;72;79;81;82;314
URG IV-CABUÇU;E M CAMPO ALEGRE;ALUNOS ATENDIDOS;0;67;73;68;208
URG IV-CABUÇU;E M CAMPO ALEGRE;AVAL. PROFESSORES;0;64;68;65;197
URG IV-CABUÇU;E M CAMPO ALEGRE;AVAL. PSCÓLOGOS;0;52;0;0;52
URG IV-CABUÇU;E M CAMPO ALEGRE;AVAL. ASSIST. SOCIAIS;0;55;66;58;179
URG IV-CABUÇU;E M CAMPO ALEGRE;AVAL. ENFERMAGEM;0;45;67;61;173
URG IV-CABUÇU;E M CAMPO ALEGRE;AVAL. MÉDICAS;0;38;24;35;97
URG IV-CABUÇU;E M CAMPO ALEGRE;ALUNOS VACINADOS;0;26;20;31;77
URG IV-CABUÇU;E M CAMPO ALEGRE;VACINAS APLICADAS;0;26;24;41;91
URG IV-CABUÇU;E M CAMPO ALEGRE;ENCAMINHAMENTOS;0;11;6;19;36
URG IV-CABUÇU;E M CAMPO ALEGRE;EXAMES;0;7;8;7;22
URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;ALUNOS CADASTRADOS;655;596;553;628;2432
URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;ALUNOS ATENDIDOS;0;426;457;511;1394
URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;AVAL. PROFESSORES;0;0;420;481;901
URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;AVAL. PSCÓLOGOS;0;377;283;0;660
URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;AVAL. ASSIST. SOCIAIS;0;396;383;449;1228
URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;AVAL. ENFERMAGEM;0;393;402;445;1240
URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;AVAL. MÉDICAS;0;240;160;182;582
URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;ALUNOS VACINADOS;0;157;87;117;361
URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;VACINAS APLICADAS;0;168;136;133;437
URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;ENCAMINHAMENTOS;0;49;54;97;200
URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;EXAMES;0;46;42;70;158
URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;ALUNOS CADASTRADOS;1268;1233;1180;1202;4883
URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;ALUNOS ATENDIDOS;0;1114;1154;1006;3274
URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;AVAL. PROFESSORES;0;916;1064;917;2897
URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;AVAL. PSCÓLOGOS;0;870;984;283;2137
URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;AVAL. ASSIST. SOCIAIS;0;868;975;842;2685
URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;AVAL. ENFERMAGEM;0;850;842;878;2570
URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;AVAL. MÉDICAS;0;342;346;350;1038
URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;ALUNOS VACINADOS;0;189;184;277;650
URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;VACINAS APLICADAS;0;274;233;349;856
URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;ENCAMINHAMENTOS;0;103;125;118;346
URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;EXAMES;0;95;123;72;290
URG IV-CABUÇU;E M DR JOSE FROES MACHADO;ALUNOS CADASTRADOS;831;855;871;842;3399
URG IV-CABUÇU;E M DR JOSE FROES MACHADO;ALUNOS ATENDIDOS;0;821;764;661;2246
URG IV-CABUÇU;E M DR JOSE FROES MACHADO;AVAL. PROFESSORES;0;798;373;582;1753
URG IV-CABUÇU;E M DR JOSE FROES MACHADO;AVAL. PSCÓLOGOS;0;550;147;0;697
URG IV-CABUÇU;E M DR JOSE FROES MACHADO;AVAL. ASSIST. SOCIAIS;0;635;702;554;1891
URG IV-CABUÇU;E M DR JOSE FROES MACHADO;AVAL. ENFERMAGEM;0;627;707;607;1941
URG IV-CABUÇU;E M DR JOSE FROES MACHADO;AVAL. MÉDICAS;0;329;456;221;1006
URG IV-CABUÇU;E M DR JOSE FROES MACHADO;ALUNOS VACINADOS;0;173;301;181;655
URG IV-CABUÇU;E M DR JOSE FROES MACHADO;VACINAS APLICADAS;0;229;344;203;776
URG IV-CABUÇU;E M DR JOSE FROES MACHADO;ENCAMINHAMENTOS;0;86;168;81;335
URG IV-CABUÇU;E M DR JOSE FROES MACHADO;EXAMES;0;85;154;50;289
URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;ALUNOS CADASTRADOS;372;387;394;474;1627
URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;ALUNOS ATENDIDOS;0;266;349;420;1035
URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;AVAL. PROFESSORES;0;252;322;395;969
URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;AVAL. PSCÓLOGOS;0;211;241;93;545
URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;AVAL. ASSIST. SOCIAIS;0;229;243;360;832
URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;AVAL. ENFERMAGEM;0;239;241;363;843
URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;AVAL. MÉDICAS;0;169;101;170;440
URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;ALUNOS VACINADOS;0;106;78;128;312
URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;VACINAS APLICADAS;0;137;100;184;421
URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;ENCAMINHAMENTOS;0;19;6;86;111
URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;EXAMES;0;46;21;59;126
URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;ALUNOS CADASTRADOS;371;370;370;355;1466
URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;ALUNOS ATENDIDOS;0;324;306;297;927
URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;AVAL. PROFESSORES;0;313;288;289;890
URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;AVAL. PSCÓLOGOS;0;244;183;51;478
URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;AVAL. ASSIST. SOCIAIS;0;246;270;234;750
URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;AVAL. ENFERMAGEM;0;251;276;240;767
URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;AVAL. MÉDICAS;0;177;131;114;422
URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;ALUNOS VACINADOS;0;138;92;71;301
URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;VACINAS APLICADAS;0;178;105;99;382
URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;ENCAMINHAMENTOS;0;23;53;49;125
URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;EXAMES;0;33;36;44;113
URG IV-CABUÇU;E M IVANI VIGNE BABO;ALUNOS CADASTRADOS;610;648;667;709;2634
URG IV-CABUÇU;E M IVANI VIGNE BABO;ALUNOS ATENDIDOS;0;564;557;604;1725
URG IV-CABUÇU;E M IVANI VIGNE BABO;AVAL. PROFESSORES;0;539;392;576;1507
URG IV-CABUÇU;E M IVANI VIGNE BABO;AVAL. PSCÓLOGOS;0;481;195;15;691
URG IV-CABUÇU;E M IVANI VIGNE BABO;AVAL. ASSIST. SOCIAIS;0;488;481;484;1453
URG IV-CABUÇU;E M IVANI VIGNE BABO;AVAL. ENFERMAGEM;0;498;478;505;1481
URG IV-CABUÇU;E M IVANI VIGNE BABO;AVAL. MÉDICAS;0;342;199;135;676
URG IV-CABUÇU;E M IVANI VIGNE BABO;ALUNOS VACINADOS;0;202;134;144;480
URG IV-CABUÇU;E M IVANI VIGNE BABO;VACINAS APLICADAS;0;283;176;170;629
URG IV-CABUÇU;E M IVANI VIGNE BABO;ENCAMINHAMENTOS;0;162;73;22;257
URG IV-CABUÇU;E M IVANI VIGNE BABO;EXAMES;0;173;56;26;255
URG IV-CABUÇU;E M JARDIM NOVA ERA;ALUNOS CADASTRADOS;495;445;432;434;1806
URG IV-CABUÇU;E M JARDIM NOVA ERA;ALUNOS ATENDIDOS;0;351;380;387;1118
URG IV-CABUÇU;E M JARDIM NOVA ERA;AVAL. PROFESSORES;0;336;346;360;1042
URG IV-CABUÇU;E M JARDIM NOVA ERA;AVAL. PSCÓLOGOS;0;329;312;15;656
URG IV-CABUÇU;E M JARDIM NOVA ERA;AVAL. ASSIST. SOCIAIS;0;329;334;353;1016
URG IV-CABUÇU;E M JARDIM NOVA ERA;AVAL. ENFERMAGEM;0;331;348;355;1034
URG IV-CABUÇU;E M JARDIM NOVA ERA;AVAL. MÉDICAS;0;195;186;136;517
URG IV-CABUÇU;E M JARDIM NOVA ERA;ALUNOS VACINADOS;0;121;100;102;323
URG IV-CABUÇU;E M JARDIM NOVA ERA;VACINAS APLICADAS;0;133;122;118;373
URG IV-CABUÇU;E M JARDIM NOVA ERA;ENCAMINHAMENTOS;0;38;34;25;97
URG IV-CABUÇU;E M JARDIM NOVA ERA;EXAMES;0;35;44;19;98
URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;ALUNOS CADASTRADOS;304;303;302;316;1225
URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;ALUNOS ATENDIDOS;0;257;268;305;830
URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;AVAL. PROFESSORES;0;242;259;298;799
URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;AVAL. PSCÓLOGOS;0;236;216;37;489
URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;AVAL. ASSIST. SOCIAIS;0;233;218;232;683
URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;AVAL. ENFERMAGEM;0;240;215;239;694
URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;AVAL. MÉDICAS;0;156;145;129;430
URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;ALUNOS VACINADOS;0;104;92;92;288
URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;VACINAS APLICADAS;0;111;112;102;325
URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;ENCAMINHAMENTOS;0;0;112;50;162
URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;EXAMES;0;21;66;23;110
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;ALUNOS CADASTRADOS;704;659;692;620;2675
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;ALUNOS ATENDIDOS;0;519;447;542;1508
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;AVAL. PROFESSORES;0;472;391;509;1372
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;AVAL. PSCÓLOGOS;0;461;326;81;868
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;AVAL. ASSIST. SOCIAIS;0;464;326;450;1240
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;AVAL. ENFERMAGEM;0;481;328;463;1272
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;AVAL. MÉDICAS;0;329;214;260;803
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;ALUNOS VACINADOS;0;215;98;181;494
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;VACINAS APLICADAS;0;228;127;213;568
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;ENCAMINHAMENTOS;0;78;90;88;256
URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;EXAMES;0;33;63;54;150
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;ALUNOS CADASTRADOS;222;452;604;735;2013
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;ALUNOS ATENDIDOS;0;374;537;650;1561
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;AVAL. PROFESSORES;0;363;494;626;1483
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;AVAL. PSCÓLOGOS;0;335;96;38;469
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;AVAL. ASSIST. SOCIAIS;0;337;459;437;1233
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;AVAL. ENFERMAGEM;0;344;444;417;1205
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;AVAL. MÉDICAS;0;201;175;100;476
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;ALUNOS VACINADOS;0;144;126;90;360
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;VACINAS APLICADAS;0;197;152;126;475
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;ENCAMINHAMENTOS;0;53;33;45;131
URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;EXAMES;0;47;35;19;101
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;ALUNOS CADASTRADOS;359;338;327;317;1341
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;ALUNOS ATENDIDOS;0;279;260;205;744
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;AVAL. PROFESSORES;0;244;239;185;668
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;AVAL. PSCÓLOGOS;0;228;0;37;265
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;AVAL. ASSIST. SOCIAIS;0;221;207;128;556
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;AVAL. ENFERMAGEM;0;223;217;134;574
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;AVAL. MÉDICAS;0;111;68;48;227
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;ALUNOS VACINADOS;0;64;44;46;154
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;VACINAS APLICADAS;0;88;62;63;213
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;ENCAMINHAMENTOS;0;66;43;16;125
URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;EXAMES;0;41;43;13;97
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;ALUNOS CADASTRADOS;458;428;430;441;1757
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;ALUNOS ATENDIDOS;0;322;256;367;945
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;AVAL. PROFESSORES;0;239;125;263;627
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;AVAL. PSCÓLOGOS;0;285;243;80;608
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;AVAL. ASSIST. SOCIAIS;0;285;226;296;807
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;AVAL. ENFERMAGEM;0;287;222;318;827
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;AVAL. MÉDICAS;0;113;84;99;296
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;ALUNOS VACINADOS;0;88;54;68;210
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;VACINAS APLICADAS;0;116;68;99;283
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;ENCAMINHAMENTOS;0;29;39;45;113
URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;EXAMES;0;16;22;24;62
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;ALUNOS CADASTRADOS;398;412;407;420;1637
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;ALUNOS ATENDIDOS;0;349;322;344;1015
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;AVAL. PROFESSORES;0;322;302;329;953
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;AVAL. PSCÓLOGOS;0;319;69;98;486
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;AVAL. ASSIST. SOCIAIS;0;317;262;287;866
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;AVAL. ENFERMAGEM;0;314;278;303;895
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;AVAL. MÉDICAS;0;194;147;160;501
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;ALUNOS VACINADOS;0;141;81;109;331
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;VACINAS APLICADAS;0;172;84;137;393
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;ENCAMINHAMENTOS;0;70;60;94;224
URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;EXAMES;0;48;72;68;188
URG IV-CABUÇU;E M PROF NABOR OTHUKI;ALUNOS CADASTRADOS;564;656;433;414;2067
URG IV-CABUÇU;E M PROF NABOR OTHUKI;ALUNOS ATENDIDOS;0;627;289;364;1280
URG IV-CABUÇU;E M PROF NABOR OTHUKI;AVAL. PROFESSORES;0;592;265;315;1172
URG IV-CABUÇU;E M PROF NABOR OTHUKI;AVAL. PSCÓLOGOS;0;393;114;0;507
URG IV-CABUÇU;E M PROF NABOR OTHUKI;AVAL. ASSIST. SOCIAIS;0;391;246;300;937
URG IV-CABUÇU;E M PROF NABOR OTHUKI;AVAL. ENFERMAGEM;0;440;266;323;1029
URG IV-CABUÇU;E M PROF NABOR OTHUKI;AVAL. MÉDICAS;0;303;114;179;596
URG IV-CABUÇU;E M PROF NABOR OTHUKI;ALUNOS VACINADOS;0;207;65;119;391
URG IV-CABUÇU;E M PROF NABOR OTHUKI;VACINAS APLICADAS;0;224;81;144;449
URG IV-CABUÇU;E M PROF NABOR OTHUKI;ENCAMINHAMENTOS;0;76;50;67;193
URG IV-CABUÇU;E M PROF NABOR OTHUKI;EXAMES;0;58;29;38;125
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;ALUNOS CADASTRADOS;520;539;545;542;2146
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;ALUNOS ATENDIDOS;0;430;448;483;1361
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;AVAL. PROFESSORES;0;387;358;459;1204
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;AVAL. PSCÓLOGOS;0;370;390;20;780
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;AVAL. ASSIST. SOCIAIS;0;374;386;403;1163
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;AVAL. ENFERMAGEM;0;396;410;418;1224
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;AVAL. MÉDICAS;0;249;195;220;664
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;ALUNOS VACINADOS;0;149;107;142;398
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;VACINAS APLICADAS;0;181;124;175;480
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;ENCAMINHAMENTOS;0;67;68;147;282
URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;EXAMES;0;59;74;89;222
URG IV-CABUÇU;E M TRES MARIAS;ALUNOS CADASTRADOS;809;888;861;878;3436
URG IV-CABUÇU;E M TRES MARIAS;ALUNOS ATENDIDOS;0;749;782;751;2282
URG IV-CABUÇU;E M TRES MARIAS;AVAL. PROFESSORES;0;658;740;674;2072
URG IV-CABUÇU;E M TRES MARIAS;AVAL. PSCÓLOGOS;0;685;554;26;1265
URG IV-CABUÇU;E M TRES MARIAS;AVAL. ASSIST. SOCIAIS;0;689;623;654;1966
URG IV-CABUÇU;E M TRES MARIAS;AVAL. ENFERMAGEM;0;704;636;688;2028
URG IV-CABUÇU;E M TRES MARIAS;AVAL. MÉDICAS;0;398;308;283;989
URG IV-CABUÇU;E M TRES MARIAS;ALUNOS VACINADOS;0;241;165;190;596
URG IV-CABUÇU;E M TRES MARIAS;VACINAS APLICADAS;0;277;200;248;725
URG IV-CABUÇU;E M TRES MARIAS;ENCAMINHAMENTOS;0;132;105;134;371
URG IV-CABUÇU;E M TRES MARIAS;EXAMES;0;166;92;81;339
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;ALUNOS CADASTRADOS;190;186;185;202;763
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;ALUNOS ATENDIDOS;0;143;156;191;490
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;AVAL. PROFESSORES;0;0;86;157;243
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;AVAL. PSCÓLOGOS;0;0;0;0;0
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;AVAL. ASSIST. SOCIAIS;0;138;126;120;384
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;AVAL. ENFERMAGEM;0;138;52;133;323
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;AVAL. MÉDICAS;0;35;76;69;180
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;ALUNOS VACINADOS;0;54;0;63;117
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;VACINAS APLICADAS;0;58;0;82;140
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;ENCAMINHAMENTOS;0;46;37;34;117
URG IV-CABUÇU;E M VISCONDE DE ITABORAI;EXAMES;0;29;24;17;70
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;ALUNOS CADASTRADOS;0;0;381;481;862
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;ALUNOS ATENDIDOS;0;0;245;366;611
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;AVAL. PROFESSORES;0;0;197;331;528
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;AVAL. PSCÓLOGOS;0;0;91;0;91
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;AVAL. ASSIST. SOCIAIS;0;0;187;200;387
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;AVAL. ENFERMAGEM;0;0;228;234;462
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;AVAL. MÉDICAS;0;0;115;135;250
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;ALUNOS VACINADOS;0;0;70;76;146
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;VACINAS APLICADAS;0;0;87;105;192
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;ENCAMINHAMENTOS;0;0;33;39;72
URG IV-CABUÇU;EM PROF ELIANA MARTINS MAIA;EXAMES;0;0;26;33;59
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;ALUNOS CADASTRADOS;149;125;109;115;498
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;ALUNOS ATENDIDOS;0;99;90;73;262
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;AVAL. PROFESSORES;0;96;86;57;239
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;AVAL. PSCÓLOGOS;0;92;63;0;155
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;AVAL. ASSIST. SOCIAIS;0;92;78;62;232
